Steam,Steam,Steam,EA twitch,EA twitch,EA twitch,EA twitch,YT,YT,YT,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Other Twitch,Other Twitch,Other Twitch,Other Twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,activision twitch,activision twitch,activision twitch,activision twitch,microsoft twitch,microsoft twitch,microsoft twitch,microsoft twitch
Date,Game,Peak Players 24hr,Game,Average 7-Day Viewers,Hours Watched,Date,DateTime,Game,Viewer Figure,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date
2023-08-03,NARAKA: BLADEPOINT,120613.0,Star Wars Jedi: Survivor,262.0,43736.0,2023-08-03,2023-08-03,Battlegrounds Mobile India,87K,,,,,PUBG: BATTLEGROUNDS,9403.0,1571902.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Grand Theft Auto V,107938.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,League of Legends,60K,,,,,NBA 2K23,5751.0,962347.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Wallpaper Engine,91518.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,Minecraft,46K,,,,,Destiny 2,5482.0,917356.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Team Fortress 2,81046.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,BeamNG.drive,26K,,,,,Cyberpunk 2077,561.0,93845.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Source SDK Base 2007,72700.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,EA SPORTS FIFA 23,25K,,,,,Roblox,6338.0,1059461.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Unturned,66055.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,Mobile Legends: Bang Bang,16K,,,,,Fortnite,56911.0,9523140.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Call of Duty®,59138.0,Star Wars Jedi: Survivor,262.0,43736.0,2023-08-03,2023-08-03,Grand Theft Auto V,14K,,,,,Among Us,4111.0,687203.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Rust,48234.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,Bejeweled,14K,,,,,Rocket League,10775.0,1803017.0,2023-08-03,,,,,,,,,,,,
2023-08-03,War Thunder,43445.0,,,,,2023-08-03,Bejeweled 3,13K,,,,,GTA V,190781.0,31924067.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Remnant II,41359.0,,,,,2023-08-03,MapleStory,9.9K,,,,,League of Legends,149493.0,25015190.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Sid Meier's Civilization VI,38632.0,,,,,2023-08-03,Garena Free Fire,9.4K,,,,,Valorant,90608.0,15161709.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Counter-Strike: Global Offensive,876531.0,,,,,2023-08-03,PUBG Mobile,8.4K,,,,,Red Dead Redemption 2,7750.0,1296871.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Dota 2,333564.0,,,,,2023-08-03,eFootball 2023,7.3K,,,,,PUBG: BATTLEGROUNDS,9403.0,1571902.0,2023-08-03,,,,,,,,,,,,
2023-08-03,PUBG: BATTLEGROUNDS,191623.0,,,,,2023-08-03,Roblox,6.9K,,,,,NBA 2K23,5751.0,962347.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Apex Legends,182572.0,,,,,2023-08-03,Ring Fit Adventure,6.5K,,,,,Destiny 2,5482.0,917356.0,2023-08-03,,,,,,,,,,,,
2023-08-03,NARAKA: BLADEPOINT,120093.0,,,,,2023-08-03,Path of Exile,6.1K,,,,,Cyberpunk 2077,561.0,93845.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Grand Theft Auto V,112205.0,,,,,2023-08-03,League of Legends,70K,,,,,Roblox,6338.0,1059461.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Wallpaper Engine,92244.0,,,,,2023-08-03,Battlegrounds Mobile India,62K,,,,,Fortnite,56911.0,9523140.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Team Fortress 2,80979.0,,,,,2023-08-03,EA SPORTS FIFA 23,30K,,,,,Among Us,4111.0,687203.0,2023-08-03,,,,,,,,,,,,
